passenger_id,reservations,reservation_percent_rank
195,1,0.5368421052631579
196,1,0.5368421052631579
197,1,0.5368421052631579
199,1,0.5368421052631579
200,1,0.5368421052631579
201,1,0.5368421052631579
203,1,0.5368421052631579
207,1,0.5368421052631579
222,1,0.5368421052631579
223,1,0.5368421052631579
225,1,0.5368421052631579
229,1,0.5368421052631579
230,1,0.5368421052631579
232,1,0.5368421052631579
235,1,0.5368421052631579
241,1,0.5368421052631579
243,1,0.5368421052631579
244,1,0.5368421052631579
246,1,0.5368421052631579
247,1,0.5368421052631579
252,1,0.5368421052631579
254,1,0.5368421052631579
256,1,0.5368421052631579
264,1,0.5368421052631579
265,1,0.5368421052631579
269,1,0.5368421052631579
272,1,0.5368421052631579
273,1,0.5368421052631579
274,1,0.5368421052631579
275,1,0.5368421052631579
281,1,0.5368421052631579
282,1,0.5368421052631579
284,1,0.5368421052631579
288,1,0.5368421052631579
289,1,0.5368421052631579
290,1,0.5368421052631579
307,1,0.5368421052631579
308,1,0.5368421052631579
310,1,0.5368421052631579
313,1,0.5368421052631579
314,1,0.5368421052631579
317,1,0.5368421052631579
319,1,0.5368421052631579
323,1,0.5368421052631579
326,1,0.5368421052631579
327,1,0.5368421052631579
329,1,0.5368421052631579
333,1,0.5368421052631579
339,1,0.5368421052631579
346,1,0.5368421052631579
350,1,0.5368421052631579
352,1,0.5368421052631579
355,1,0.5368421052631579
357,1,0.5368421052631579
368,1,0.5368421052631579
369,1,0.5368421052631579
374,1,0.5368421052631579
380,1,0.5368421052631579
381,1,0.5368421052631579
382,1,0.5368421052631579
386,1,0.5368421052631579
388,1,0.5368421052631579
392,1,0.5368421052631579
401,1,0.5368421052631579
405,1,0.5368421052631579
406,1,0.5368421052631579
410,1,0.5368421052631579
411,1,0.5368421052631579
414,1,0.5368421052631579
419,1,0.5368421052631579
424,1,0.5368421052631579
426,1,0.5368421052631579
431,1,0.5368421052631579
433,1,0.5368421052631579
439,1,0.5368421052631579
440,1,0.5368421052631579
442,1,0.5368421052631579
444,1,0.5368421052631579
448,1,0.5368421052631579
457,1,0.5368421052631579
464,1,0.5368421052631579
465,1,0.5368421052631579
471,1,0.5368421052631579
472,1,0.5368421052631579
473,1,0.5368421052631579
481,1,0.5368421052631579
485,1,0.5368421052631579
491,1,0.5368421052631579
495,1,0.5368421052631579
499,1,0.5368421052631579
506,1,0.5368421052631579
509,1,0.5368421052631579
511,1,0.5368421052631579
523,1,0.5368421052631579
526,1,0.5368421052631579
530,1,0.5368421052631579
539,1,0.5368421052631579
541,1,0.5368421052631579
545,1,0.5368421052631579
546,1,0.5368421052631579
548,1,0.5368421052631579
549,1,0.5368421052631579
551,1,0.5368421052631579
571,1,0.5368421052631579
573,1,0.5368421052631579
577,1,0.5368421052631579
583,1,0.5368421052631579
586,1,0.5368421052631579
589,1,0.5368421052631579
590,1,0.5368421052631579
595,1,0.5368421052631579
597,1,0.5368421052631579
598,1,0.5368421052631579
601,1,0.5368421052631579
614,1,0.5368421052631579
616,1,0.5368421052631579
617,1,0.5368421052631579
620,1,0.5368421052631579
626,1,0.5368421052631579
628,1,0.5368421052631579
630,1,0.5368421052631579
639,1,0.5368421052631579
646,1,0.5368421052631579
648,1,0.5368421052631579
654,1,0.5368421052631579
658,1,0.5368421052631579
667,1,0.5368421052631579
669,1,0.5368421052631579
673,1,0.5368421052631579
675,1,0.5368421052631579
678,1,0.5368421052631579
681,1,0.5368421052631579
685,1,0.5368421052631579
689,1,0.5368421052631579
690,1,0.5368421052631579
692,1,0.5368421052631579
693,1,0.5368421052631579
698,1,0.5368421052631579
702,1,0.5368421052631579
710,1,0.5368421052631579
711,1,0.5368421052631579
714,1,0.5368421052631579
716,1,0.5368421052631579
719,1,0.5368421052631579
727,1,0.5368421052631579
733,1,0.5368421052631579
738,1,0.5368421052631579
739,1,0.5368421052631579
745,1,0.5368421052631579
749,1,0.5368421052631579
751,1,0.5368421052631579
752,1,0.5368421052631579
755,1,0.5368421052631579
757,1,0.5368421052631579
760,1,0.5368421052631579
762,1,0.5368421052631579
764,1,0.5368421052631579
768,1,0.5368421052631579
769,1,0.5368421052631579
772,1,0.5368421052631579
773,1,0.5368421052631579
778,1,0.5368421052631579
779,1,0.5368421052631579
782,1,0.5368421052631579
789,1,0.5368421052631579
792,1,0.5368421052631579
793,1,0.5368421052631579
794,1,0.5368421052631579
795,1,0.5368421052631579
796,1,0.5368421052631579
800,1,0.5368421052631579
807,1,0.5368421052631579
814,1,0.5368421052631579
815,1,0.5368421052631579
819,1,0.5368421052631579
822,1,0.5368421052631579
825,1,0.5368421052631579
826,1,0.5368421052631579
833,1,0.5368421052631579
839,1,0.5368421052631579
855,1,0.5368421052631579
856,1,0.5368421052631579
857,1,0.5368421052631579
858,1,0.5368421052631579
863,1,0.5368421052631579
867,1,0.5368421052631579
869,1,0.5368421052631579
870,1,0.5368421052631579
880,1,0.5368421052631579
883,1,0.5368421052631579
887,1,0.5368421052631579
888,1,0.5368421052631579
891,1,0.5368421052631579
892,1,0.5368421052631579
893,1,0.5368421052631579
894,1,0.5368421052631579
899,1,0.5368421052631579
902,1,0.5368421052631579
907,1,0.5368421052631579
910,1,0.5368421052631579
911,1,0.5368421052631579
913,1,0.5368421052631579
914,1,0.5368421052631579
915,1,0.5368421052631579
916,1,0.5368421052631579
925,1,0.5368421052631579
926,1,0.5368421052631579
938,1,0.5368421052631579
941,1,0.5368421052631579
942,1,0.5368421052631579
946,1,0.5368421052631579
947,1,0.5368421052631579
949,1,0.5368421052631579
950,1,0.5368421052631579
951,1,0.5368421052631579
952,1,0.5368421052631579
955,1,0.5368421052631579
957,1,0.5368421052631579
964,1,0.5368421052631579
967,1,0.5368421052631579
968,1,0.5368421052631579
975,1,0.5368421052631579
977,1,0.5368421052631579
978,1,0.5368421052631579
979,1,0.5368421052631579
980,1,0.5368421052631579
982,1,0.5368421052631579
984,1,0.5368421052631579
986,1,0.5368421052631579
988,1,0.5368421052631579
990,1,0.5368421052631579
992,1,0.5368421052631579
998,1,0.5368421052631579
999,1,0.5368421052631579
1000,1,0.5368421052631579
1005,1,0.5368421052631579
1006,1,0.5368421052631579
1008,1,0.5368421052631579
1013,1,0.5368421052631579
1014,1,0.5368421052631579
1016,1,0.5368421052631579
1017,1,0.5368421052631579
1018,1,0.5368421052631579
1024,1,0.5368421052631579
1025,1,0.5368421052631579
1027,1,0.5368421052631579
1035,1,0.5368421052631579
1036,1,0.5368421052631579
1038,1,0.5368421052631579
1039,1,0.5368421052631579
1041,1,0.5368421052631579
1042,1,0.5368421052631579
1043,1,0.5368421052631579
1051,1,0.5368421052631579
1056,1,0.5368421052631579
1059,1,0.5368421052631579
1062,1,0.5368421052631579
1069,1,0.5368421052631579
1072,1,0.5368421052631579
1079,1,0.5368421052631579
1080,1,0.5368421052631579
1081,1,0.5368421052631579
1085,1,0.5368421052631579
1090,1,0.5368421052631579
1092,1,0.5368421052631579
1093,1,0.5368421052631579
1101,1,0.5368421052631579
1102,1,0.5368421052631579
1103,1,0.5368421052631579
1106,1,0.5368421052631579
1111,1,0.5368421052631579
1123,1,0.5368421052631579
1128,1,0.5368421052631579
1132,1,0.5368421052631579
1134,1,0.5368421052631579
1135,1,0.5368421052631579
1137,1,0.5368421052631579
1138,1,0.5368421052631579
1139,1,0.5368421052631579
1147,1,0.5368421052631579
1148,1,0.5368421052631579
1151,1,0.5368421052631579
1159,1,0.5368421052631579
1164,1,0.5368421052631579
1166,1,0.5368421052631579
1167,1,0.5368421052631579
1169,1,0.5368421052631579
1174,1,0.5368421052631579
1177,1,0.5368421052631579
1178,1,0.5368421052631579
1186,1,0.5368421052631579
1189,1,0.5368421052631579
1192,1,0.5368421052631579
1200,1,0.5368421052631579
1203,1,0.5368421052631579
1204,1,0.5368421052631579
1205,1,0.5368421052631579
1209,1,0.5368421052631579
1218,1,0.5368421052631579
1219,1,0.5368421052631579
1220,1,0.5368421052631579
1222,1,0.5368421052631579
1224,1,0.5368421052631579
1227,1,0.5368421052631579
1230,1,0.5368421052631579
1232,1,0.5368421052631579
1235,1,0.5368421052631579
1236,1,0.5368421052631579
1241,1,0.5368421052631579
1243,1,0.5368421052631579
1248,1,0.5368421052631579
1255,1,0.5368421052631579
1259,1,0.5368421052631579
1261,1,0.5368421052631579
1265,1,0.5368421052631579
1268,1,0.5368421052631579
1269,1,0.5368421052631579
1270,1,0.5368421052631579
1273,1,0.5368421052631579
1277,1,0.5368421052631579
1282,1,0.5368421052631579
1288,1,0.5368421052631579
1290,1,0.5368421052631579
1291,1,0.5368421052631579
1292,1,0.5368421052631579
1293,1,0.5368421052631579
1294,1,0.5368421052631579
1296,1,0.5368421052631579
1298,1,0.5368421052631579
1300,1,0.5368421052631579
1302,1,0.5368421052631579
1307,1,0.5368421052631579
1309,1,0.5368421052631579
1311,1,0.5368421052631579
1316,1,0.5368421052631579
1317,1,0.5368421052631579
1318,1,0.5368421052631579
1319,1,0.5368421052631579
1320,1,0.5368421052631579
1334,1,0.5368421052631579
1346,1,0.5368421052631579
1347,1,0.5368421052631579
1351,1,0.5368421052631579
1352,1,0.5368421052631579
1355,1,0.5368421052631579
1360,1,0.5368421052631579
1364,1,0.5368421052631579
1368,1,0.5368421052631579
1369,1,0.5368421052631579
1377,1,0.5368421052631579
1378,1,0.5368421052631579
1393,1,0.5368421052631579
1396,1,0.5368421052631579
1397,1,0.5368421052631579
1401,1,0.5368421052631579
1405,1,0.5368421052631579
1411,1,0.5368421052631579
1417,1,0.5368421052631579
1419,1,0.5368421052631579
1420,1,0.5368421052631579
1424,1,0.5368421052631579
1429,1,0.5368421052631579
1436,1,0.5368421052631579
1438,1,0.5368421052631579
1445,1,0.5368421052631579
1446,1,0.5368421052631579
1449,1,0.5368421052631579
1450,1,0.5368421052631579
1456,1,0.5368421052631579
1465,1,0.5368421052631579
1468,1,0.5368421052631579
1469,1,0.5368421052631579
1472,1,0.5368421052631579
1474,1,0.5368421052631579
1478,1,0.5368421052631579
1479,1,0.5368421052631579
1487,1,0.5368421052631579
1489,1,0.5368421052631579
1494,1,0.5368421052631579
1495,1,0.5368421052631579
1496,1,0.5368421052631579
1497,1,0.5368421052631579
1499,1,0.5368421052631579
